beach_id,beach_name,area,country,region,lat,lon,timezone,beach_text_summary,ability_level,ability_level_long_text,local_vibe,local_vibe_long_text,crowd_factor,crowd_factor_long_text,spot_rating,spot_rating_long_text,shoulder_burn,shoulder_burn_long_text,water_quality,water_quality_long_text,hazards,access,bring_your,seabed,best_season
282,Haggertys,Palos Verdes,Los Angeles County,"California, South",33.8024,-118.401,America/Los_Angeles,"Probably the best-shaped wave in the Palos Verdes area, Haggerty's takes all north and west swells from 3 to 15 feet and grooms them into a classic left point/reef with three different takeoff zones:Lower Haggerty'sInside leftovers that peel through here act more as a relief valve for the pack at Haggerty's than anything else. Fun mushy lefts that need a sizable swell to squeak into this corner of the bay. The first of the PV reefbreaks, Rat actually starts inside of this spot (Rat being ""Right after Torrance"").Haggerty's (Hag's) Always a shade smaller than spots farther out at the Cove, Hag's makes up for it in shape. A beautiful, 100-yard left on a solid west, it starts to work at 3 feet, but only if you're willing to risk shallow rocks in the cramped take-off zone. On smaller days, the regular crew leans toward the young and the restless. Expect to be snaked, and out-snaked, as you play priority leapfrog near the rocks. On larger swells, the pack spreads out with a more senior influence.Upper Haggerty's (Middles)On a largest direct west, Uppers appears as a deceptively perfect left point. A longer, faster and much more consequential barrel than Hag's, Uppers needs at least a 6-foot swell to clear the rocks in the lineup. When conditions are just right, it's one of those paddle-jump-and-run waves, where only the fastest, or the foolhardy, attempt it from farther back. Most scamper for the safety of the shoulder. There's more of the same even farther out around the point at Exiles (Indicator).",Intermediate - advanced,Intermediate to advanced,Intimidating,Rowdy punks and worldly elders.,Heavy,Always crowded.,Perfect,Rippable left point when it's on.,Medium,"Wave only really works at size, so count on a lot of paddling.",Fair,It's right outside of the city and can get particularly bad after a rainfall.,"Slippery trails, heavy locals.",Down cliffs at Malaga Cove School.,Shortboard,Rock/kelp,October-April
283,Lunada Bay,Palos Verdes,Los Angeles County,"California, South",33.7714,-118.427,America/Los_Angeles,"L.A.'s localized, premier big-wave spot, Lunada Bay takes NW and W winter swells up to 20-feet and pitches a beautiful, walled right that takes you through a boiling, boulder-riddled lineup. With more N in the swell, a few daredevils will raise the stakes by taking off at a spot called Truck Drivers, a few hundred yards behind the main peak. Another lovely facet is the rip -- on large swells it pulls you toward the pocket and the rocks. The place really doesn't wake up until it's over six-feet.",Advanced,Advanced,Intimidating,Historically one of the most localized spots in California. Enter at your own risk.,Mellow,"Hey, how come hardly anyone's out there?",Perfect,Perfection you can look at but not touch.,Exhausting,Starts working when it's overhead and the rip takes you into the pit/rocks.,Fair,Relatively clean considering proximity to LA.,"Drowning, getting pushed into the rocks, walking down the trail with locals throwing rocks down on you, etc.",Off Paseo Lunado and down the cliff.,"Shortboard, gun",Sand,November-February
284,Cabrillo Point,Palos Verdes,Los Angeles County,"California, South",33.706,-118.285,America/Los_Angeles,,,,,,,,,,,,,,,,,,
285,Seal Beach Pier,Orange County - North,Orange County,"California, South",33.7376,-118.107,America/Los_Angeles,,,,,,,,,,,,,,,,,,
286,Huntington Pier,Orange County - North,Orange County,"California, South",33.6545,-118.005,America/Los_Angeles,"Just the other side of the pier from the spot where the Huntington Hop was made famous in countless junior and world tour events is the HB Northside. The crème de la crème of the Northside is the Pier Bowl. Generally, a short, wedgy, occasionally barreling right into the pier on solid south swells with a bowled up but more elongated left running up the beach. During the winter, solid WNW swells continue to offer bowled-up rights into the Pier, while the left is a mixed bag of closeouts and open sections. The surf is serviceable most every day of the year, and as such, the Northside has ample crowd. While the Southside is typically filled with any number of traveling pros getting ready for the next contest, the Northside often entertains a saltier crowd. Up the beach gets great on combo swells, while the pier bowl is the best show this side of the pier on the daily.",All Abilities,"Beginner to advanced, above average at the pier.",Doable,Can be heavy at the pier.,Moderate,"Zoo near the pier, everyone is spread out elsewhere.",Fun,Pier bowl is typically better than anything happening up the beach.,Medium,"Pretty average most days, but can be brutal on a strong south or northwest swell with current.",Fair,Not great after a rain.,"Locals at the pier, pier pilings, current.","Free parking on side streets, meters, beach-front pay lot.","Shortboard, funboard, longboard, fish",Sand.,"January-December, but fall can be epic."
287,The Wedge,Orange County - North,Orange County,"California, South",33.5931,-117.882,America/Los_Angeles,"The Wedge is a mutant of a big wedging left that reflects south swell energy off the Newport Harbor jetty. On a big south swell the Wedge can produce waves well over 20-foot faces very close to shore, with hollow grinding bowls right on the sand. During the summer all flotation devices (surfboards, bodyboards, skimboards, etc.) are banned at Wedge between 10am-5pm so the old school bodysurfers can have at it. The Wedge is a classic spectator arena and one of the best entertainment venues in the world when it's on.",Advanced,Advanced watermen and women who are comfortable in heavy shore break only. ,Doable,Can be heavy.,Heavy,Moderate to heavy when it is on. ,Perfect,Mutant wedge off the jetty that offers some of the biggest barrels in SoCal. ,Exhausting,"When it's on, you'll be working.",Fair,Not great after a rain.,"Smashing into the jetty, steep sand-sucking drop-ins, no parking.",Street parking is a hot commodity when it's pumping.,"Shortboard, skimming, bodyboard, bodysurfing",Sand,March-October
288,Morro Beach,Orange County - South,Orange County,"California, South",33.557,-117.82,America/Los_Angeles,"One of the lesser-surfed spots in the Laguna Beach area, Crystal Cove has a left-hand point and a few scattered reef breaks that don't turn on all that often. That being said, its a beautiful beach and you won't have to deal with the typical OC crowds.",All Abilities,"Depending on the day, there's a little bit of something for everyone here.",Welcoming,Nothing to be worried about.,Mellow,"Often overlooked in favor of a number of better, nearby waves.",Fun,"Fun option when you want to escape the crowds, but doesn't get good that often.",Medium,"Expect a paddle, but not an arm-destroyer.",Fair,"As with most beaches in Orange County, be wary of runoff after rain.","Rocks, reef.",Use the public parking lot and walk through the tunnel to the beach.,"Shortboard, funboard, longboard, fish",Sand and rock.,"South swells arrive in the summer and Autumn, and weather conditions are typically best in July through September."
300,Patricks Point,Humboldt County - North,Northern California,"California, North",41.1419,-124.152,America/Los_Angeles,None,Intermediate - advanced,Intermediate-Advanced,Welcoming,"None, really, except on the way-outside peak/boil on big days.",Moderate,"Can be a problem at Agate, but not so much so at the Point. You'll generally always find people surfing here if it's big.",Fun,Fun.,Exhausting,"Depends on size but generally a lot of paddling, especially when overhead.",Clean,Clean.,None.,Easy. Exit 101 at Patrick's Point Drive and cruise to the park entrance.,"Shortboard, funboard, gun","Rock at the Point, sand and a few boulders at Agate.",September-February
301,Moonstone beach,Humboldt County - North,Northern California,"California, North",41.0259,-124.117,America/Los_Angeles,,,,,,,,,,,,,,,,,,
289,Salt Creek,Orange County - South,Orange County,"California, South",33.4767,-117.7233,America/Los_Angeles,"Nestled in a beautiful cove at the northern end of Dana Point lies Salt Creek, a watery playground of long pointbreak-style lefts, wedgy A-frames, relentless shorebreak and sand-gurgling rights. You name the type of wave, and Creek probably has it. At the most southern end of the beach is the Point. If the sand is good, it's a goofy-footer's skatepark as far as left pointbreaks go: extremely rippable, extremely crowded and has an extremely small takeoff zone. The Point takes any south swell and on the largest days, it can reel across the bay producing 50-yard rides. Watch out for rocks on the inside at low tide. Middles is usually where the rest of the pack ends up catching waves. Peaks crumble year-round from the outside and suck dry on the inside, creating ankle-snapping aerial sections on the right tide. During summer after 10 a.m., Middles is black balled and Point is the only spot left open to surfers. If you're one of those surfers who enjoys pulling into deep closeout tubes and getting sand in all of your orifices, head north of Middles to the section in front of the golf course called Gravels. On west swells, Gravels is a showcase right-hand barrel. It peels in about two feet of water on any tide, and sometimes throws squarely into shore.",Intermediate - advanced,Beginning spongers to high-performance pros.,Doable,"Cliquish, with a healthy dose of grumpy old timers.",Moderate,Moderate to extremely heavy.,Fun,Lined up left point and wedging peaks through middles and gravels.,Medium,Typically pretty manageable but turns into more work at size.,Clean,"Usually ok, but it can have a lot of water quality warnings from the Creek outflow","Impact on the inside sandbar, drop-ins, hostile old timers who still think it's the '70s.",There are parking machines at the lot at the top of the trail. Free parking is across the street by the library. Seasonal county passes can be purchased.,"Shortboard, fish, bodyboard, bodysurfing","Rock, gravel, sand",January-December
